settore_merceologico;insegna;tipo_via;via;civico;zd;superficie_vendita;superficie_altri_usi;superficie_tabelle_speciali;superficie_totale;codice_via;accesso;isolato;ingresso;settore_prevalente
ALIMENTARE;NON SPECIFICATA;VIA;OROBONI ANTONIO;8;9;31;50;0;81;1635;ACCESSO ESTERNO;017;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;ORSINI VINCENZO GIORDANO;8;7;28;45;0;73;6648;ACCESSO ESTERNO;207;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;ORTICA;3;3;64;0;0;64;3242;ACCESSO ESTERNO;149;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;ORTI;14;1;73;14;0;87;4031;ACCESSO ESTERNO;038;NON SPECIFICATO;DROGHERIA
ALIMENTARE;NON SPECIFICATA;VIA;ORTI;16;1;37;0;0;37;4031;ACCESSO ESTERNO;038;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;ORTI;2;1;60;0;0;60;4031;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;ORTI;7;1;24;0;0;24;4031;ACCESSO ESTERNO;116;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;OSIMO AUGUSTO;1;4;3;0;0;3;4303;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;OSIMO AUGUSTO;1;4;29;55;0;84;4303;ACCESSO ESTERNO;142;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;OSOPPO;13;7;36;0;0;36;6596;ACCESSO ESTERNO;001;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;OZANAM FEDERICO;11;3;25;0;0;25;2143;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
ALIMENTARE;NON SPECIFICATA;VIA;PACE;23;1;23;0;0;23;3150;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PACINI GIOVANNI;25;3;39;69;0;108;2571;NON SPECIFICATO;053;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PACINI GIOVANNI;37;3;24;6;0;30;2571;ACCESSO ESTERNO;055;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PACINI GIOVANNI;37;3;37;0;0;37;2571;NON SPECIFICATO;055;NON SPECIFICATO;DOLCIUMI
ALIMENTARE;NON SPECIFICATA;VIA;PACINI GIOVANNI;66;3;35;10;0;45;2571;ACCESSO ESTERNO;084;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PACIOLI FRA' LUCA;9;1;160;121;0;281;5104;ACCESSO ESTERNO;039;NON SPECIFICATO;SURGELATI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;100;2;10;109;0;119;2275;NON SPECIFICATO;317;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;129;2;20;0;0;20;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;135;2;20;20;0;40;2275;ACCESSO ESTERNO;281;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;147;2;20;0;0;20;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;149;2;80;0;0;80;2275;NON SPECIFICATO;261;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;181;2;44;0;0;44;2275;ACCESSO ESTERNO;208;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;186;2;27;0;0;27;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;196;2;40;0;0;40;2275;ACCESSO ESTERNO;230;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;199;2;120;0;0;120;2275;ACCESSO ESTERNO;229;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;213;2;3;0;0;3;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;TORREFAZIONE
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;228;2;20;18;0;38;2275;NON SPECIFICATO;232;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;232;2;30;0;0;30;2275;NON SPECIFICATO;233;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;23;2;48;47;0;95;2275;ACCESSO ESTERNO;352;NON SPECIFICATO;FARMACIA ED ERBORISTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;23;2;80;0;0;80;2275;ACCESSO ESTERNO;352;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;23;2;23;16;0;39;2275;NON SPECIFICATO;352;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;268;2;21;0;0;21;2275;ACCESSO ESTERNO;227;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;286;2;16;0;0;16;2275;ACCESSO ESTERNO;241;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;286;2;16;0;0;16;2275;NON SPECIFICATO;241;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;288;2;19;4;0;23;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;33;2;20;0;0;20;2275;ACCESSO ESTERNO;349;NON SPECIFICATO;OGGETTISTICA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;3;2;30;8;0;38;2275;ACCESSO ESTERNO;352;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;47;2;36;0;0;36;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;58;2;22;0;0;22;2275;ACCESSO ESTERNO;351;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;70;2;20;10;0;30;2275;ACCESSO ESTERNO;335;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;82;2;18;0;0;18;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;92;2;22;12;0;34;2275;NON SPECIFICATO;318;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;95;2;36;166;0;202;2275;ACCESSO ESTERNO;298;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PADOVA;95;2;2;0;0;2;2275;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PAGANO MARIO;69;7;40;0;0;40;6186;ACCESSO ESTERNO;200;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAGLIANO ELEUTERIO;S.N.C.;7;68;28;0;96;6390;ACCESSO ESTERNO;221;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PAGLIANO ELEUTERIO;S.N.C.;7;28;0;0;28;6390;NON SPECIFICATO;221;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAISIELLO GIOVANNI;5;3;24;0;0;24;2245;NON SPECIFICATO;063;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PALAZZI LAZZARO;2;3;21;14;0;35;2171;ACCESSO ESTERNO;124;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PALAZZI LAZZARO;8;3;32;6;0;38;2171;ACCESSO ESTERNO;123;NON SPECIFICATO;DROGHERIA
ALIMENTARE;NON SPECIFICATA;VIA;PALEOCAPA PIETRO;1;1;1;0;0;1;706;ACCESSO ESTERNO;164;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PALERMO;18;1;20;0;0;20;1025;ACCESSO ESTERNO;173;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PALIZZI FILIPPO;119;8;4;0;0;4;7451;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PALLADIO ANDREA;2;5;24;15;0;39;4213;ACCESSO ESTERNO;148;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PALMANOVA;30;3;48;0;0;48;2390;ACCESSO ESTERNO;049;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PALMANOVA;59;2;28;0;0;28;2390;ACCESSO ESTERNO;302;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PALMANOVA;91;2;32;40;0;72;2390;ACCESSO ESTERNO;267;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PALMIERI NICOLA;17;5;20;18;0;38;5323;ACCESSO ESTERNO;028;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PALMIERI NICOLA;19;5;40;0;0;40;5323;ACCESSO ESTERNO;029;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PALMI;2;7;30;0;0;30;6699;ACCESSO ESTERNO;154;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PALMI;4;7;30;15;0;45;6699;ACCESSO ESTERNO;154;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PANTANO;2;1;50;50;0;100;334;ACCESSO ESTERNO;356;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;VIA;PAOLI ALESSANDRO;2;9;33;0;0;33;1178;ACCESSO ESTERNO;286;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PAOLI PASQUALE;3;6;50;0;0;50;5151;ACCESSO ESTERNO;071;NON SPECIFICATO;DROGHERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAOLI PASQUALE;4;6;100;0;0;100;5151;NON SPECIFICATO;071;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PAOLO DA CANNOBIO;5;1;10;0;0;10;338;NON SPECIFICATO;392;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAOLO DA CANNOBIO;5;1;35;0;0;35;338;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PAPI LAZZARO;2;4;28;0;0;28;4071;NON SPECIFICATO;174;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAPI LAZZARO;5;4;27;9;0;36;4071;ACCESSO ESTERNO;172;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PARACELSO FILIPPO;1;3;75;10;0;85;2168;ACCESSO ESTERNO;029;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PARADISI GIOVANNI;2;2;3;0;0;3;2512;NON SPECIFICATO;226;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PARAVIA PIER ALESSANDRO;2;7;55;0;0;55;6571;ACCESSO ESTERNO;271;NON SPECIFICATO;ARREDAMENTO
ALIMENTARE;NON SPECIFICATA;VIA;PARAVIA PIER ALESSANDRO;80;7;88;0;0;88;6571;NON SPECIFICATO;246;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAREA CARLO;13;4;48;1;0;49;3344;ACCESSO INTERNO;127;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PAREA CARLO;13;4;70;0;0;70;3344;ACCESSO INTERNO;127;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAREA CARLO;13;4;48;0;0;48;3344;ACCESSO INTERNO;127;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAREA CARLO;13;4;70;0;0;70;3344;ACCESSO INTERNO;127;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAREA CARLO;4;4;45;0;0;45;3344;ACCESSO INTERNO;123;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PARENZO;8;6;40;30;0;70;5367;ACCESSO INTERNO;024;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PARENZO;8;6;39;0;0;39;5367;NON SPECIFICATO;024;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PARETO VILFREDO;7;8;8;0;0;8;7440;ACCESSO ESTERNO;186;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PARETO VILFREDO;7;8;28;0;0;28;7440;ACCESSO ESTERNO;186;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PARINI GIUSEPPE;5;1;30;42;0;72;1049;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PARINI GIUSEPPE;S.N.C.;1;30;0;0;30;1049;ACCESSO ESTERNO;089;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PARUTA PAOLO;29;2;31;0;0;31;2363;ACCESSO ESTERNO;207;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PARUTA PAOLO;29;2;43;0;0;43;2363;ACCESSO ESTERNO;207;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PASCARELLA CESARE;11;8;8;0;0;8;7349;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PASCOLI GIOVANNI;3;3;142;32;0;174;3132;ACCESSO ESTERNO;126;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PASSERONI GIAN CARLO;1;5;28;0;0;28;4065;ACCESSO ESTERNO;194;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PAVIA;2A;5;32;40;0;72;5262;ACCESSO ESTERNO;113;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PECCHIO GIUSEPPE;13;3;40;0;0;40;2240;ACCESSO ESTERNO;024;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PECCHIO GIUSEPPE;3;3;28;0;0;28;2240;ACCESSO ESTERNO;009;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PECCHIO GIUSEPPE;4;3;20;0;0;20;2240;ACCESSO ESTERNO;010;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PELITTI GIUSEPPE;2;2;1;26;0;27;2412;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PELLINI EUGENIO;3;2;150;0;0;150;1482;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PERUGINO;32;4;72;0;0;72;3198;ACCESSO ESTERNO;074;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PEZZOTTI GIOVANNI;11;5;21;9;0;30;5244;ACCESSO ESTERNO;006;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PEZZOTTI GIOVANNI;40;5;19;0;0;19;5244;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PEZZOTTI GIOVANNI;59;5;25;1;0;26;5244;ACCESSO ESTERNO;018;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PIACENZA;1;5;34;0;0;34;4064;ACCESSO ESTERNO;193;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PICCO MADRE ANNA EUGENIA;8;2;30;0;0;30;2386;ACCESSO ESTERNO;267;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PICHI MARIO;1;6;35;20;0;55;5236;ACCESSO ESTERNO;079;NON SPECIFICATO;SALUMERIA
ALIMENTARE;NON SPECIFICATA;VIA;PIERI MARIO;2;2;22;14;0;36;2513;ACCESSO ESTERNO;240;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PIERI MARIO;2;2;26;0;0;26;2513;NON SPECIFICATO;240;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PIERLUIGI GIOVANNI DA PALESTRINA;1;3;54;11;0;65;2235;ACCESSO ESTERNO;016;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PIERLUIGI GIOVANNI DA PALESTRINA;22;3;16;14;0;30;2235;ACCESSO ESTERNO;004;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PIERLUIGI GIOVANNI DA PALESTRINA;22;3;20;18;0;38;2235;ACCESSO ESTERNO;004;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PIERLUIGI GIOVANNI DA PALESTRINA;9;3;25;0;0;25;2235;ACCESSO ESTERNO;016;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PIERO DELLA FRANCESCA;2;8;40;0;0;40;7188;NON SPECIFICATO;058;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PIERO DELLA FRANCESCA;34;8;40;90;0;130;7188;ACCESSO ESTERNO;048;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PIERO DELLA FRANCESCA;52;8;20;0;0;20;7188;NON SPECIFICATO;047;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PIERO DELLA FRANCESCA;6;8;45;16;0;61;7188;ACCESSO ESTERNO;058;NON SPECIFICATO;PASTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;PIETRO DA CEMMO;2;8;55;30;0;85;7249;ACCESSO ESTERNO;306;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PILO ROSOLINO;6;3;38;50;0;88;2189;ACCESSO ESTERNO;148;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PINTURICCHIO;21;3;34;12;17;63;2195;ACCESSO ESTERNO;109;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PIO II;3;7;48;20;0;68;6832;ACCESSO INTERNO;099;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PISACANE CARLO;26;3;12;26;0;38;2188;NON SPECIFICATO;157;NON SPECIFICATO;DROGHERIA
ALIMENTARE;NON SPECIFICATA;VIA;PISMONTE;2;5;20;61;0;81;4275;ACCESSO ESTERNO;114;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PLANA GIOVANNI ANTONIO;23;8;18;13;0;31;7177;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;VENDITA AL DETTAGLIO
ALIMENTARE;NON SPECIFICATA;VIA;PLANA GIOVANNI ANTONIO;29;8;29;0;0;29;7177;NON SPECIFICATO;331;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLANA GIOVANNI ANTONIO;30;8;43;10;0;53;7177;ACCESSO ESTERNO;332;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLANA GIOVANNI ANTONIO;43;8;28;11;0;39;7177;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;18;3;39;10;0;49;2144;ACCESSO ESTERNO;065;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;24;3;42;0;0;42;2144;ACCESSO ESTERNO;065;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;37;3;21;0;0;21;2144;NON SPECIFICATO;051;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;39;3;40;0;0;40;2144;ACCESSO ESTERNO;107;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;3;3;16;0;0;16;2144;NON SPECIFICATO;046;NON SPECIFICATO;GELATERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;3;3;16;13;0;29;2144;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;PRODOTTI PER IGIENE PERSONA CASA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;48;3;26;20;0;46;2144;ACCESSO ESTERNO;125;NON SPECIFICATO;POLLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;5;3;20;10;0;30;2144;ACCESSO ESTERNO;046;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;6;3;55;0;0;55;2144;ACCESSO ESTERNO;061;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;6;3;25;175;0;200;2144;NON SPECIFICATO;061;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PLINIO CAIO SECONDO;9;3;55;7;0;62;2144;ACCESSO ESTERNO;046;NON SPECIFICATO;POLLERIA
ALIMENTARE;NON SPECIFICATA;VIA;POERIO CARLO;43;3;56;0;0;56;3181;ACCESSO ESTERNO;155;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;VIA;POERIO CARLO;43;3;1;0;0;1;3181;NON SPECIFICATO;155;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;POGGIBONSI;14;7;40;20;0;60;6601;ACCESSO ESTERNO;006;NON SPECIFICATO;BAR
ALIMENTARE;NON SPECIFICATA;VIA;POGGIBONSI;14;7;46;0;0;46;6601;ACCESSO ESTERNO;006;NON SPECIFICATO;DOLCIUMI
ALIMENTARE;NON SPECIFICATA;VIA;POLA;15;9;12;23;0;35;1156;ACCESSO ESTERNO;284;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;POLESINE;25;4;19;31;0;50;4159;NON SPECIFICATO;051;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;POLESINE;39;4;21;21;0;42;4159;ACCESSO ESTERNO;055;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;POLIZIANO;10;8;34;0;0;34;7196;ACCESSO ESTERNO;051;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;POLIZIANO;10;8;15;8;0;23;7196;ACCESSO ESTERNO;051;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;POLIZIANO;10;8;5;0;0;5;7196;NON SPECIFICATO;051;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;POLIZIANO;12;8;87;0;0;87;7196;NON SPECIFICATO;051;NON SPECIFICATO;ROSTICCERIA
ALIMENTARE;NON SPECIFICATA;VIA;POLIZIANO;12;8;30;0;0;30;7196;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;POLLAIUOLO ANTONIO;2;9;37;0;0;37;1146;ACCESSO ESTERNO;265;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;POMA CARLO;6;4;20;0;0;20;3090;NON SPECIFICATO;021;NON SPECIFICATO;PANETTERIA
ALIMENTARE;NON SPECIFICATA;VIA;PONALE;66;9;45;0;0;45;1616;ACCESSO ESTERNO;029;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PONTACCIO;22;1;27;0;0;27;143;NON SPECIFICATO;NON SPECIFICATO;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PONTACCIO;7;1;40;0;0;40;143;ACCESSO ESTERNO;298;NON SPECIFICATO;PESCHERIA
ALIMENTARE;NON SPECIFICATA;VIA;PONTE NUOVO;10;2;52;50;0;102;2494;ACCESSO ESTERNO;220;NON SPECIFICATO;MACELLERIA
ALIMENTARE;NON SPECIFICATA;VIA;PONTE NUOVO;31;2;26;0;0;26;2494;NON SPECIFICATO;214;NON SPECIFICATO;ALIMENTARI
ALIMENTARE;NON SPECIFICATA;VIA;PONTE NUOVO;42;2;55;0;0;55;2494;ACCESSO ESTERNO;167;NON SPECIFICATO;FORMAGGI E FATTORIE
ALIMENTARE;NON SPECIFICATA;VIA;PONTE NUOVO;42;2;34;0;0;34;2494;ACCESSO ESTERNO;167;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PONTE NUOVO;42;2;42;0;0;42;2494;ACCESSO ESTERNO;167;NON SPECIFICATO;PANIFICIO
ALIMENTARE;NON SPECIFICATA;VIA;PONTE NUOVO;8;2;3;72;0;75;2494;ACCESSO ESTERNO;220;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PONTE SEVESO;18;2;31;0;0;31;1203;ACCESSO ESTERNO;202;NON SPECIFICATO;FRUTTA VERDURA E FUNGHI
ALIMENTARE;NON SPECIFICATA;VIA;PONTE SEVESO;26;2;16;32;0;48;1203;ACCESSO ESTERNO;202;NON SPECIFICATO;ENOTECA E BEVANDE
ALIMENTARE;NON SPECIFICATA;VIA;PONTE SEVESO;41;2;28;0;0;28;1203;NON SPECIFICATO;198;NON SPECIFICATO;ALIMENTARI
